	Athl_seq	Crub_seq	Agroup_monophyly	Crub_Cgrand_monophyly	Csat_monophyly	C_group_monophyly	Topology	Topology_loose	Bootstrap_Support
5087	Athal__AT5G45890	Crub__Carubv10027725m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
5088	Athal__AT5G45900	Crub__Carubv10025802m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5089	Athal__AT5G45940	Crub__Carubv10027825m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
5090	Athal__AT5G45950	Crub__Carubv10026665m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	55
5091	Athal__AT5G45960	Crub__Carubv10026532m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
5092	Athal__AT5G45980	Crub__Carubv10027735m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
5093	Athal__AT5G46060	Crub__Carubv10028502m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
5094	Athal__AT5G46080	Crub__Carubv10026769m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	82
5095	Athal__AT5G46090	Crub__Carubv10027911m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
5096	Athal__AT5G46100	Crub__Carubv10026337m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	61
5097	Athal__AT5G46180	Crub__Carubv10026330m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5098	Athal__AT5G46330	Crub__Carubv10025764m	FALSE	TRUE	TRUE	TRUE	Other_topology	Other_topology	BS_scoreNA
5099	Athal__AT5G46370	Crub__Carubv10026412m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
5100	Athal__AT5G46400	Crub__Carubv10025790m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
5101	Athal__AT5G46420	Crub__Carubv10027818m	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	22
5102	Athal__AT5G46460	Crub__Carubv10028231m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	81
5103	Athal__AT5G46580	Crub__Carubv10027819m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
5104	Athal__AT5G46620	Crub__Carubv10027318m	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	47
5105	Athal__AT5G46640	Crub__Carubv10026550m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
5106	Athal__AT5G46650	Crub__Carubv10028229m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
5107	Athal__AT5G46680	Crub__Carubv10028426m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	68
5108	Athal__AT5G46690	Crub__Carubv10026748m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	60
5109	Athal__AT5G46700	Crub__Carubv10028216m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	82
5110	Athal__AT5G46760	Crub__Carubv10028441m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
5111	Athal__AT5G46770	Crub__Carubv10027351m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	48
5112	Athal__AT5G46795	Crub__Carubv10027684m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
5113	Athal__AT5G46830	Crub__Carubv10028430m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5114	Athal__AT5G46910	Crub__Carubv10027583m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
5115	Athal__AT5G46940	Crub__Carubv10028205m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	44
5116	Athal__AT5G47000	Crub__Carubv10027696m	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	61
5117	Athal__AT5G47010	Crub__Carubv10028351m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5118	Athal__AT5G47040	Crub__Carubv10025858m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5119	Athal__AT5G47050	Crub__Carubv10027000m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5120	Athal__AT5G47060	Crub__Carubv10027227m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	67
5121	Athal__AT5G47070	Crub__Carubv10026483m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
5122	Athal__AT5G47110	Crub__Carubv10026966m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	78
5123	Athal__AT5G47220	Crub__Carubv10027108m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
5124	Athal__AT5G47230	Crub__Carubv10028472m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
5125	Athal__AT5G47360	Crub__Carubv10028355m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
5126	Athal__AT5G47370	Crub__Carubv10026931m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
5127	Athal__AT5G47390	Crub__Carubv10026634m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5128	Athal__AT5G47460	Crub__Carubv10028562m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5129	Athal__AT5G47470	Crub__Carubv10028574m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
5130	Athal__AT5G47500	Crub__Carubv10026646m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	58
5131	Athal__AT5G47560	Crub__Carubv10027774m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
5132	Athal__AT5G47570	Crub__Carubv10027375m	FALSE	TRUE	TRUE	TRUE	Other_topology	AB_topology	83
5133	Athal__AT5G47610	Crub__Carubv10027259m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	84
5134	Athal__AT5G47660	Crub__Carubv10027995m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	45
5135	Athal__AT5G47830	Crub__Carubv10027232m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	40
5136	Athal__AT5G47890	Crub__Carubv10007976m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	52
5137	Athal__AT5G47910	Crub__Carubv10007974m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
5138	Athal__AT5G47920	Crub__Carubv10027188m	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	33
5139	Athal__AT5G47940	Crub__Carubv10025928m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
5140	Athal__AT5G48020	Crub__Carubv10026676m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	62
5141	Athal__AT5G48030	Crub__Carubv10026376m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	44
5142	Athal__AT5G48040	Crub__Carubv10026432m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	59
5143	Athal__AT5G48060	Crub__Carubv10025796m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
5144	Athal__AT5G48100	Crub__Carubv10027828m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
5145	Athal__AT5G48170	Crub__Carubv10027267m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	64
5146	Athal__AT5G48180	Crub__Carubv10026780m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	54
5147	Athal__AT5G48270	Crub__Carubv10028103m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
5148	Athal__AT5G48360	Crub__Carubv10025908m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	85
5149	Athal__AT5G48380	Crub__Carubv10026094m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	56
5150	Athal__AT5G48450	Crub__Carubv10026290m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
5151	Athal__AT5G48470	Crub__Carubv10026442m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	78
5152	Athal__AT5G48480	Crub__Carubv10027068m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5153	Athal__AT5G48540	Crub__Carubv10026967m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
5154	Athal__AT5G48800	Crub__Carubv10027892m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	39
5155	Athal__AT5G48810	Crub__Carubv10027337m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	57
5156	Athal__AT5G48840	Crub__Carubv10026764m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	46
5157	Athal__AT5G48850	Crub__Carubv10026830m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	65
5158	Athal__AT5G48870	Crub__Carubv10027453m	FALSE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
5159	Athal__AT5G48890	Crub__Carubv10027936m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
5160	Athal__AT5G48910	Crub__Carubv10028201m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	64
5161	Athal__AT5G48940	Crub__Carubv10027630m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
5162	Athal__AT5G48960	Crub__Carubv10026063m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5163	Athal__AT5G48970	Crub__Carubv10026741m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
5164	Athal__AT5G49070	Crub__Carubv10027668m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	56
5165	Athal__AT5G49100	Crub__Carubv10028592m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	68
5166	Athal__AT5G49130	Crub__Carubv10026273m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
5167	Athal__AT5G49220	Crub__Carubv10026445m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5168	Athal__AT5G49260	Crub__Carubv10028242m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	99
5169	Athal__AT5G49330	Crub__Carubv10026694m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	78
5170	Athal__AT5G49340	Crub__Carubv10028578m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5171	Athal__AT5G49360	Crub__Carubv10025920m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
5172	Athal__AT5G49400	Crub__Carubv10026936m	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	45
5173	Athal__AT5G49430	Crub__Carubv10028149m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
5174	Athal__AT5G49450	Crub__Carubv10027299m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
5175	Athal__AT5G49520	Crub__Carubv10026463m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	85
5176	Athal__AT5G49540	Crub__Carubv10027400m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	35
5177	Athal__AT5G49555	Crub__Carubv10028477m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	65
5178	Athal__AT5G49570	Crub__Carubv10028450m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5179	Athal__AT5G49600	Crub__Carubv10027283m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	97
5180	Athal__AT5G49610	Crub__Carubv10028016m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	94
5181	Athal__AT5G49810	Crub__Carubv10028153m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
5182	Athal__AT5G49840	Crub__Carubv10026110m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
5183	Athal__AT5G49880	Crub__Carubv10025964m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5184	Athal__AT5G49890	Crub__Carubv10025921m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5185	Athal__AT5G49900	Crub__Carubv10025826m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
5186	Athal__AT5G49920	Crub__Carubv10028034m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	67
5187	Athal__AT5G49930	Crub__Carubv10025782m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5188	Athal__AT5G49950	Crub__Carubv10028315m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	86
5189	Athal__AT5G50030	Crub__Carubv10028042m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5190	Athal__AT5G50100	Crub__Carubv10027185m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
5191	Athal__AT5G50110	Crub__Carubv10026927m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	94
5192	Athal__AT5G50120	Crub__Carubv10027935m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	71
5193	Athal__AT5G50180	Crub__Carubv10026707m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	49
5194	Athal__AT5G50210	Crub__Carubv10026195m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
5195	Athal__AT5G50230	Crub__Carubv10026249m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	56
5196	Athal__AT5G50260	Crub__Carubv10026650m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	48
5197	Athal__AT5G50280	Crub__Carubv10025955m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	73
5198	Athal__AT5G50310	Crub__Carubv10026024m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	80
5199	Athal__AT5G50320	Crub__Carubv10026166m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	86
5200	Athal__AT5G50340	Crub__Carubv10026080m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	77
5201	Athal__AT5G50370	Crub__Carubv10026998m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	44
5202	Athal__AT5G50380	Crub__Carubv10026007m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	65
5203	Athal__AT5G50390	Crub__Carubv10027868m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	69
5204	Athal__AT5G50410	Crub__Carubv10026983m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
5205	Athal__AT5G50720	Crub__Carubv10027393m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
5206	Athal__AT5G50810	Crub__Carubv10027424m	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	51
5207	Athal__AT5G50850	Crub__Carubv10026633m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	63
5208	Athal__AT5G50860	Crub__Carubv10026141m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	53
5209	Athal__AT5G50890	Crub__Carubv10026502m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
5210	Athal__AT5G50900	Crub__Carubv10026180m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	71
5211	Athal__AT5G50930	Crub__Carubv10027326m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
5212	Athal__AT5G50970	Crub__Carubv10026271m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
5213	Athal__AT5G50990	Crub__Carubv10026208m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	46
5214	Athal__AT5G51010	Crub__Carubv10027289m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	33
5215	Athal__AT5G51020	Crub__Carubv10026952m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
5216	Athal__AT5G51030	Crub__Carubv10028182m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	61
5217	Athal__AT5G51050	Crub__Carubv10027500m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
5218	Athal__AT5G51070	Crub__Carubv10028071m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
5219	Athal__AT5G51120	Crub__Carubv10027069m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	76
5220	Athal__AT5G51130	Crub__Carubv10027871m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	61
5221	Athal__AT5G51150	Crub__Carubv10026216m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	55
5222	Athal__AT5G51170	Crub__Carubv10026889m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	47
5223	Athal__AT5G51210	Crub__Carubv10028491m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	71
5224	Athal__AT5G51310	Crub__Carubv10028323m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
5225	Athal__AT5G51330	Crub__Carubv10026044m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5226	Athal__AT5G51350	Crub__Carubv10025839m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	46
5227	Athal__AT5G51400	Crub__Carubv10027043m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
5228	Athal__AT5G51430	Crub__Carubv10025880m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
5229	Athal__AT5G51451	Crub__Carubv10027465m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
5230	Athal__AT5G51520	Crub__Carubv10028194m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
5231	Athal__AT5G51540	Crub__Carubv10025983m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5232	Athal__AT5G51550	Crub__Carubv10026742m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	70
5233	Athal__AT5G51560	Crub__Carubv10026012m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	57
5234	Athal__AT5G51570	Crub__Carubv10026824m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	91
5235	Athal__AT5G51600	Crub__Carubv10026240m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	64
5236	Athal__AT5G51660	Crub__Carubv10028433m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5237	Athal__AT5G51670	Crub__Carubv10026239m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
5238	Athal__AT5G51680	Crub__Carubv10026727m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	65
5239	Athal__AT5G51760	Crub__Carubv10028020m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
5240	Athal__AT5G51770	Crub__Carubv10026034m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5241	Athal__AT5G51800	Crub__Carubv10027639m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5242	Athal__AT5G51820	Crub__Carubv10028132m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
5243	Athal__AT5G51840	Crub__Carubv10027001m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	40
5244	Athal__AT5G51850	Crub__Carubv10026137m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
5245	Athal__AT5G51880	Crub__Carubv10026996m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	52
5246	Athal__AT5G51890	Crub__Carubv10026787m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
5247	Athal__AT5G51920	Crub__Carubv10028125m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	79
5248	Athal__AT5G51990	Crub__Carubv10027759m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	44
5249	Athal__AT5G52010	Crub__Carubv10027896m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	85
5250	Athal__AT5G52020	Crub__Carubv10027037m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
5251	Athal__AT5G52030	Crub__Carubv10028593m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
5252	Athal__AT5G52120	Crub__Carubv10027209m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
5253	Athal__AT5G52180	Crub__Carubv10028467m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
5254	Athal__AT5G52190	Crub__Carubv10028025m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	43
5255	Athal__AT5G52250	Crub__Carubv10026582m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	49
5256	Athal__AT5G52260	Crub__Carubv10027541m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
5257	Athal__AT5G52400	Crub__Carubv10026230m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5258	Athal__AT5G52420	Crub__Carubv10028600m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	65
5259	Athal__AT5G52440	Crub__Carubv10028150m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5260	Athal__AT5G52810	Crub__Carubv10028672m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	73
5261	Athal__AT5G52830	Crub__Carubv10026599m	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	60
5262	Athal__AT5G52850	Crub__Carubv10028179m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
5263	Athal__AT5G52900	Crub__Carubv10026970m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
5264	Athal__AT5G52910	Crub__Carubv10025761m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	98
5265	Athal__AT5G52920	Crub__Carubv10026256m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	89
5266	Athal__AT5G52950	Crub__Carubv10025829m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
5267	Athal__AT5G52960	Crub__Carubv10027243m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	77
5268	Athal__AT5G52970	Crub__Carubv10027083m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
5269	Athal__AT5G53040	Crub__Carubv10028317m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	60
5270	Athal__AT5G53060	Crub__Carubv10026043m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	88
5271	Athal__AT5G53070	Crub__Carubv10027089m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	65
5272	Athal__AT5G53080	Crub__Carubv10028497m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
5273	Athal__AT5G53110	Crub__Carubv10026524m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
5274	Athal__AT5G53130	Crub__Carubv10025973m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
5275	Athal__AT5G53170	Crub__Carubv10028550m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
5276	Athal__AT5G53200	Crub__Carubv10027412m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	55
5277	Athal__AT5G53210	Crub__Carubv10026630m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
5278	Athal__AT5G53290	Crub__Carubv10026682m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	57
5279	Athal__AT5G53320	Crub__Carubv10026109m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	76
5280	Athal__AT5G53330	Crub__Carubv10027076m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	70
5281	Athal__AT5G53350	Crub__Carubv10026143m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	45
5282	Athal__AT5G53370	Crub__Carubv10026136m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5283	Athal__AT5G53420	Crub__Carubv10026959m	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	58
5284	Athal__AT5G53480	Crub__Carubv10025866m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5285	Athal__AT5G53560	Crub__Carubv10027561m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	31
5286	Athal__AT5G53660	Crub__Carubv10026610m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	86
5287	Athal__AT5G53730	Crub__Carubv10028473m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	76
5288	Athal__AT5G53770	Crub__Carubv10026211m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	48
5289	Athal__AT5G53830	Crub__Carubv10026984m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	70
5290	Athal__AT5G53890	Crub__Carubv10025797m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
5291	Athal__AT5G53900	Crub__Carubv10026567m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	76
5292	Athal__AT5G53920	Crub__Carubv10026615m	FALSE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
5293	Athal__AT5G53940	Crub__Carubv10027317m	TRUE	TRUE	FALSE	TRUE	BC_topology	BC_topology	76
5294	Athal__AT5G53950	Crub__Carubv10028330m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
5295	Athal__AT5G53970	Crub__Carubv10026497m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	43
5296	Athal__AT5G54060	Crub__Carubv10027945m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	71
5297	Athal__AT5G54090	Crub__Carubv10028381m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
5298	Athal__AT5G54130	Crub__Carubv10026428m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	64
5299	Athal__AT5G54170	Crub__Carubv10026389m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
5300	Athal__AT5G54260	Crub__Carubv10025971m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
5301	Athal__AT5G54300	Crub__Carubv10027772m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	74
5302	Athal__AT5G54380	Crub__Carubv10025871m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	79
5303	Athal__AT5G54430	Crub__Carubv10027020m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	82
5304	Athal__AT5G54440	Crub__Carubv10025754m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
5305	Athal__AT5G54470	Crub__Carubv10027109m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	66
5306	Athal__AT5G54520	Crub__Carubv10027952m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	68
5307	Athal__AT5G54530	Crub__Carubv10027273m	FALSE	TRUE	TRUE	TRUE	Other_topology	AC_topology	48
5308	Athal__AT5G54540	Crub__Carubv10026894m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	55
5309	Athal__AT5G54580	Crub__Carubv10027288m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	48
5310	Athal__AT5G54585	Crub__Carubv10027356m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	62
5311	Athal__AT5G54680	Crub__Carubv10026758m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
5312	Athal__AT5G54690	Crub__Carubv10027804m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	54
5313	Athal__AT5G54770	Crub__Carubv10026695m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	69
